atlas_year,quad_prefix,quad_suffix,sr,percent_conf,night_survey,complete,effort_hr,travel_hr,effort_mi
1997,4509224,CE,76,50,,Y,13,180,180
1997,4509236,CE,86,54,,Y,13.9,0,109
1997,,,9,100,,,,,
1997,,,3,100,,,,,
1997,,,3,66,,,,,
1997,,,5,60,,,,,
1996,,,3,100,,,,,
1997,,,8,100,,,,,
1997,,,4,100,,,,,
1997,4308818,NE,2,100,,,,,
1997,,,8,87,,,,,
1997,4309035,SE,2,100,,,,,
1997,4408773,NE,12,25,,,,,
1997,,,5,40,,,,,
1997,4508973,NE,1,100,,,,,
1996,4508983,CE,1,100,,,,,
1997,,,2,0,,,,,
1997,,,2,50,,,,,
1997,,,9,77,,,,,
1997,,,7,85,,,,,
1997,,,8,75,,,,,
1997,,,3,33,,,,,
1997,4408936,NW,6,33,,,,,
1997,,,17,17,,,,,
1997,4508711,NW,3,100,,,,,
1997,4508712,SE,8,37,,,,,
1997,4508712,CE,4,50,,,,,
1997,4508712,SW,9,22,,,,,
1997,,,9,77,,,,,
1997,4508731,SW,9,66,,,,,
1997,,,6,100,,,,,
1997,,,8,87,,,,,
1997,4408782,NW,6,83,,,,,
1997,,,6,83,,,,,
1997,,,9,66,,,,,
1997,,,5,80,,,,,
1997,,,7,71,,,,,
1997,4408773,SW,8,50,,,,,
1997,4508638,CW,5,80,,,,,
1997,,,7,100,,,,,
1996,4408783,CE,1,100,,,,,
1996,4508722,SE,2,100,,,0,0,0
1997,,,8,87,,,,,
1997,4609133,NW,8,100,,,,,
1997,,,4,50,,,,,
1997,4609088,CW,1,0,,,,,
1997,4508833,SE,6,83,,,,,
1997,4408953,CW,1,100,,,,,
1997,4408968,NE,1,100,,,,,
1997,,,2,100,,,,,
1997,4408783,CE,2,100,,,,,
1997,,,2,50,,,,,
1997,4408758,SE,9,100,,,,,
1997,4408758,SE,9,100,,,,,
1997,4408758,SE,9,100,,,,,
1996,4408758,SE,1,100,,,,,
1997,4408758,SE,1,0,,,,,
1997,4609262,NE,1,100,,,,,
1997,4609222,CE,3,0,,,,,
1997,4609253,CE,5,100,,,,,
1997,,,7,85,,,,,
1997,4609243,CE,9,88,,,,,
1996,,,2,100,,,,,
1997,4308938,NW,1,100,,,,,
1997,4609261,NE,6,100,,,,,
1997,4408865,NE,1,100,,,,,
1997,4308914,CW,3,100,,,,,
1997,4308914,SE,1,0,,,,,
1997,,,8,100,,,,,
1997,,,2,50,,,,,
1997,,,5,100,,,,,
1997,4308832,NE,4,50,,,,,
1997,,,2,100,,,,,
1997,,,6,100,,,,,
1997,4308757,SW,6,50,,,,,
1997,4308738,NE,9,33,,,,,
1997,4508865,CE,2,100,,,,,
1997,4208881,CE,1,100,,,,,
1997,4309021,CE,2,100,,,,,
1997,4608926,CE,1,100,,,,,
1997,,,7,100,,,,,
1997,,,6,100,,,,,
1997,,,8,62,,,,,
1997,,,8,50,,,,,
1997,,,9,88,,,,,
1997,,,7,71,,,,,
1997,,,8,75,,,,,
1997,,,3,100,,,,,
1997,,,8,75,,,,,
1997,4308728,NW,9,100,,,,,
1997,,,8,75,,,,,
1997,,,8,87,,,,,
1997,4308821,CE,9,77,,,,,
1997,,,2,100,,,,,
1997,,,9,66,,,,,
1997,,,9,100,,,,,
1997,,,9,77,,,,,
1997,,,34,100,,,,,
1997,4508865,CE,46,36,Y,N,8,10,0
1997,4409025,CE,95,60,,,32,0,310
1997,4308812,NW,3,100,,,0.5,,
1996,,,2,100,,,,,
1997,4409028,CE,6,33,N,N,6.25,6.25,105
1997,4409027,CE,5,40,N,N,4,1.6,36
1997,4509026,CE,23,21,N,N,19.5,6,0
1997,4409075,CE,6,0,,N,2,0.75,20
1997,4409027,CW,12,50,,,2.5,1.25,12
1997,4409036,CE,31,48,Y,N,54.5,44.9,2370
1997,4409035,CE,37,40,Y,N,36,37.4,1960
1997,4408951,CE,51,17,N,N,20.5,9.5,226
1997,4408952,CE,20,55,Y,N,0,0,0
1997,4408932,CE,47,85,Y,N,,,
1997,4408757,CE,28,3,,N,5.5,0,34.5
1997,4609147,CE,17,0,N,,5,0,320
1997,4409028,SW,12,33,Y,,,,
1995,4409121,CE,64,15,Y,N,16.25,16,19.1
1997,4509038,CE,85,15,N,N,6,8,520
1997,4509034,CE,43,30,Y,Y,28.5,14,350
1997,4409045,CE,104,40,Y,,34,0,516
1997,4409037,CE,83,59,Y,,35.5,0,413
1997,4409046,CE,99,48,Y,,33.5,0,427
1997,4409035,CW,106,50,Y,,35,0,453
1997,4409047,CE,94,61,Y,,37,0,526
1997,4409057,CE,73,32,,N,29.25,7.25,306
1997,4409025,NW,95,45,Y,,36,0,350
1997,4409026,CE,104,50,Y,,33,0,267
1997,4309073,CE,39,38,,,40.5,0,175.3
1997,4308728,SW,32,43,N,,10.5,6,120
1997,4409034,CE,109,55,Y,,36,0,474
1997,4409024,CE,105,51,Y,Y,30,0,260
1997,4409024,NE,93,50,Y,,30,0,327
1997,4409037,NE,116,50,Y,,35,0,511
1997,4508847,CE,42,42,N,N,11,1.5,62
1997,4508872,CE,56,35,N,N,12,3,12
1997,4508883,CE,24,20,N,,11.5,0,0
1997,4508872,NW,4,100,,,,,
1996,4508872,NW,2,100,,,0,0,0
1997,4508812,NW,17,41,,,3,0,0
1997,,,2,100,,,,,
1997,4408985,CW,1,100,,,,,
1997,,,7,85,,,8,,
1996,,,2,100,,,,,
1995,,,2,100,,,,,
1997,4508628,NW,1,100,,,,,
1996,4609135,SE,10,70,,,,,
1997,,,7,85,,,10,,
1997,,,7,28,,,,,
1997,,,20,50,,,,,
1997,4609135,SE,2,100,,,,,
1995,4609252,CE,1,0,,,,,
1997,,,27,100,,,,,
1996,,,14,64,,,,,
1998,4208887,CW,1,100,,,,,
1997,,,7,14,,,,,
1995,4609026,SW,7,71,,,1,,
1997,4509013,SW,15,40,,N,,,
1997,4509025,CE,33,27,N,N,7,0.51,3
1997,4409084,CE,10,20,,N,2.5,0,0
1997,4709016,CW,1,0,,,0.08,,
1997,,,5,100,,,,,
1997,,,2,100,,,,,
1997,,,2,0,,,,,
1997,,,5,100,,,,,
1997,,,9,88,,,,,
1997,4308941,CE,15,53,N,N,,,
1997,,,8,100,,,,,
1997,,,3,100,,,,,
1997,4208881,NE,1,100,,,,,
1997,4308728,CW,2,50,,,,,
1997,4408726,NW,2,100,,,,,
1997,4409026,NE,1,0,,,1,0,0
1997,4409034,SW,1,100,,,0.08,,
1997,4409024,NW,2,0,,,0.17,,
1997,4409037,SW,1,100,,,0.5,,
1997,4409026,SW,2,100,,,2,,
1997,,,4,25,,,,,
1997,4408851,CW,6,100,,,,,
1997,,,9,77,,,,,
1997,,,3,100,,,4.5,,
1997,4408727,CW,5,100,,,,,
1997,,,7,85,,,,,
1997,4308728,NW,18,16,,,,,
1997,4409115,CE,78,56,,Y,,,900
1997,4409251,CE,69,24,Y,N,19,12.5,415
1997,4409167,CE,64,23,,N,16,5,200
1997,4409156,CE,56,26,Y,N,25,5,100
1997,4409114,CE,8,87,N,N,7,2,100
1997,4408937,CE,56,25,N,N,9.5,0,46
1997,4208874,NW,5,60,,,0,0,0
1997,4208874,CW,4,50,,,,,
1997,4308885,CE,6,16,N,N,7,0,0
1995,4409175,CE,79,75,N,Y,81.5,5.1,102.1
1997,,,3,100,,,,,
1997,,,6,100,,,,,
1997,,,8,87,,,,,
1997,,,4,100,,,,,
1997,,,7,100,,,,,
1997,,,8,50,,,,,
1997,,,7,85,,,,,
1997,,,4,100,,,,,
1997,4408824,SW,1,100,,,,,
1998,,,7,100,,,,,
1997,4409156,NE,1,100,,,,,
1995,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1995,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1995,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1995,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1997,,,3,66,,,2.5,0,0
1997,,,5,80,,,2.25,,
1997,,,6,100,,,2.25,,
1997,,,7,100,,,2.25,,
1997,4308954,NW,8,100,N,N,1.75,0,0
1997,4508911,NE,7,57,N,N,1.75,0,0
1995,4409156,NE,2,100,,,,,
1995,4409156,SE,8,12,,,3,,
1999,,,8,50,,,,,
1999,,,7,100,,,,,
1999,,,9,88,,,,,
1996,4209171,CE,27,3,Y,N,,,
1996,,,4,100,,,,,
1995,4308954,CW,1,100,,,,,
1996,,,2,100,,,,,
1996,4508953,SW,1,100,,,,,
1995,4308954,NE,1,0,,,,,
1998,4208888,NW,1,100,,,,,
1997,4308811,CW,1,0,,,,,
1997,4208856,NW,1,100,,,,,
1997,4508836,CE,20,25,Y,Y,,,
1996,4509253,SW,1,100,,,2,,
1995,,,9,55,,,,,
1995,,,9,55,,,,,
1998,4508972,CE,1,0,,,,,
1998,4508855,NW,1,100,,,,,
1998,4309066,CE,3,33,,,,,
1997,4408756,CE,40,45,,N,11,14,0
1998,4409032,CE,1,100,,,,,
1998,,,9,100,,,,,
1998,4308852,NE,1,0,,,,,
1998,4308862,CE,1,0,,,,,
1998,4208777,SW,1,100,,,,,
1998,,,1,100,,,,,
1998,,,2,100,,,,,
1998,,,1,100,,,,,
1998,,,1,100,,,,,
1998,,,1,100,,,,,
1998,,,1,100,,,,,
1998,,,4,100,,,,,
1998,,,4,100,,,,,
1997,4508966,CE,5,20,N,N,3,2,100
1997,4508951,CE,10,30,Y,N,7.5,2.5,58
1997,4508952,CE,4,25,N,N,1,0.5,15
1997,4508976,CE,22,0,N,N,8,0.5,20
1997,4508976,NE,30,10,Y,N,,,
1997,4508985,CE,4,0,,,,,
1998,,,1,0,,,,,
1996,4408815,SW,1,100,,,,,
1998,4308831,SE,1,100,,,,,
1997,,,3,100,,,,,
1998,4408851,NW,6,100,,,,,
1998,,,6,100,,,,,
1998,4308914,CW,2,100,,,,,
1998,4409286,NW,1,100,,,,,
1998,4308786,CW,1,100,,,,,
1998,4408986,CE,1,100,,,,,
1998,4509274,NE,1,100,,,,,
1998,4408824,NE,1,100,,,,,
1998,4408824,CW,2,100,,,,,
1998,4308718,CE,1,100,,,,,
1998,,,1,100,,,,,
1998,4408738,CE,26,65,Y,Y,13,3,150
1998,4308778,NE,24,4,N,N,2,0,0
1998,,,6,66,,,,,
1998,,,4,75,,,,,
1998,,,8,62,,,,,
1998,,,8,62,,,,,
1998,4408815,SW,1,100,,,2,,
1997,4308822,SW,1,100,,,,,
1998,4608912,SE,1,100,,,,,
1998,4508862,SW,1,100,,,,,
1995,4208888,SW,1,100,,,,,
1998,,,2,100,,,,,
1997,4609241,NW,1,0,,,,,
1997,4308882,SW,31,22,Y,N,19.75,13.75,825
1997,4308862,CE,27,81,,N,9,0,35
1997,4308852,NE,20,70,Y,N,5,0,12
1997,4308866,CE,35,20,,N,2.5,0.67,30
1997,4308867,CE,38,21,,N,2,0.75,35
1997,4308876,CE,40,57,,N,6,3,160
1997,4308877,CE,43,51,N,N,3.5,1.25,73
1997,4308852,CE,30,66,Y,N,9,0,40.8
1997,4308847,CE,12,25,,N,10.5,7,70
1997,4308844,CE,65,50,Y,Y,22,10.4,650
1997,4308852,NE,40,5,N,N,4,2,110
1997,4308877,NW,56,64,N,N,24.5,0,100
1998,4308825,NE,1,100,,,,,
1996,,,2,100,,,,,
1996,4609146,CW,9,0,,,,,
1996,4609137,CW,9,44,,,,,
1998,4308887,SE,1,100,,,,,
1998,,,8,87,,,,,
1998,4408746,CE,85,23,N,,8.5,4.5,180
1997,,,3,100,,,,,
1998,4508921,NW,1,100,,,,,
1998,4508922,SE,1,100,,,,,
1998,4508927,CE,1,0,,,,,
1998,4508922,SE,1,0,,,,,
1998,4408816,NW,1,0,,,,,
1998,4408824,NE,1,100,,,,,
1998,4508975,NE,2,50,,,,,
1998,4408748,NW,1,100,,,,,
1998,4609016,CE,78,41,Y,Y,25,7,340
1998,4609018,CE,76,42,Y,Y,31,7.75,401
1998,4609024,CE,73,41,Y,Y,23.5,8,379
1998,,,6,100,,,,,
1998,,,3,66,,,,,
1998,4609046,CE,66,42,Y,,22.5,3.75,185
1998,4508882,CE,64,18,N,N,3.5,0,0
1998,4609035,CE,75,38,Y,,26,6.5,368
1998,4609056,CE,74,43,Y,Y,33,5.75,196
1998,4609044,CE,69,36,Y,,19.5,3.5,218
1998,4609015,CE,89,41,Y,Y,29,8.25,427
1998,4609014,CE,90,43,Y,Y,22,8.5,435
1998,4609023,CE,75,38,Y,,20.5,10.25,363
1998,4609033,CE,77,36,Y,,20.5,8.25,372
1998,4609031,CE,71,42,Y,Y,23,8,397
1998,,,9,100,,,,,
1998,4408886,CE,85,49,Y,Y,14.5,6,240
1998,4408885,CE,78,52,Y,Y,16.5,4.5,210
1998,4508817,CE,81,50,Y,Y,22.25,8,320
1998,4508815,CE,80,55,Y,Y,21.5,8,360
1998,4408875,SW,1,100,,,,,
1998,,,2,100,,,,,
1998,4308866,CE,1,0,,,,,
1998,4408852,SE,3,100,,,,,
1998,4408842,CE,28,46,Y,N,7,0,0
1998,4408758,SW,17,76,Y,Y,0,0,0
1998,4408747,CE,11,72,N,Y,3,1.2,52
1998,4408748,CE,16,37,Y,,13,3,122
1998,4408861,CE,24,25,N,Y,7,7,60
1997,4408861,CE,6,16,N,Y,9,9,80
1998,4408832,CE,37,56,Y,Y,14.5,8,257
1998,4408861,CW,72,47,N,N,17.5,7,0
1998,4309027,CE,15,73,N,,10,0,15
1998,,,20,100,,,,,
1998,,,17,100,,,,,
1998,,,13,100,,,,,
1998,,,16,100,,,,,
1998,4308822,NE,43,60,,,,,
1998,4308821,SW,18,33,,,,,
1998,4308852,SW,6,0,N,N,2.5,1.5,80
1998,4508942,CE,94,48,Y,Y,59.75,17.99,734
1998,4508912,CE,96,54,N,Y,37.16,14.25,703
1998,4408953,CW,3,100,,,,,
1998,4308831,NW,3,0,,,,,
1998,,,8,37,,,,,
1998,,,9,100,,,,,
1998,,,9,100,,,,,
1998,,,9,100,,,,,
1998,,,7,57,,,,,
1998,,,7,71,,,,,
1998,,,9,55,,,,,
1998,,,9,88,,,,,
1998,,,6,83,,,,,
1998,4308832,NE,8,25,,,,,
1998,,,8,50,,,,,
1998,,,8,87,,,,,
1998,,,8,87,,,,,
1998,4508946,CE,91,52,N,Y,36.975,16.42,636
1998,4408815,NE,2,100,,,,,
1997,4309131,CE,4,75,N,N,,,
1997,,,2,100,,,,,
1998,,,7,85,,,,,
1998,,,8,100,,,,,
1998,,,5,60,,,,,
1998,4508938,CE,76,43,Y,Y,41,21.827,661
1998,4508948,SE,67,56,N,Y,34,21.92,740
1998,4508948,CE,86,48,Y,Y,34.08,4.75,272
1998,4508947,CE,95,48,N,Y,32.75,13.75,529
1998,4508945,CE,70,51,Y,Y,37.09,6.5,247
1998,4508928,CE,78,47,N,N,23,7.5,300
1998,4508944,CE,86,50,Y,Y,44,15.17,424
1998,4508933,CE,81,48,N,Y,43.5,13,510
1998,4508866,CE,5,100,Y,,32,0,400
1998,4409168,CE,74,45,Y,N,30,14.25,678
1998,4409138,CE,68,54,Y,,33.25,2.75,162
1998,4409127,CE,86,51,Y,Y,44,4.5,244
1998,4409136,CE,76,51,Y,Y,40.5,4,233
1998,4409135,CE,70,54,Y,Y,34,2.75,143
1998,4409123,CE,71,50,Y,Y,36,4.75,231
1998,4409134,CE,72,54,Y,Y,47.5,7.75,399
1998,4409113,CE,91,56,Y,Y,,,
1998,4409116,CE,70,51,Y,Y,31.5,6,310
1998,4409251,SE,73,54,Y,,24.75,11,515
1998,4409137,CE,77,51,Y,Y,44.5,3.75,171
1998,4408877,CE,76,53,Y,Y,21.5,2.25,90
1998,4408981,CE,97,53,Y,Y,23.75,3.75,150
1998,4508932,CE,26,76,Y,Y,10,2,67
1998,4609011,CE,1,100,N,N,5,1.6,60
1998,4609012,CE,3,66,N,N,4,2,80
1998,4609045,NW,51,11,N,N,12,2.25,60
1998,4609044,NW,21,42,N,N,10,,
1998,4609046,CE,55,29,N,N,37,12.5,349
1998,4408982,CE,81,51,Y,Y,14.75,2,100
1998,4508828,CE,5,80,N,N,2,0,0
1998,4609033,CE,7,0,,,4,7,100
1998,4609037,NE,14,42,Y,Y,,,
1998,4609045,CE,27,11,Y,,11,0,0
1998,4609026,CE,16,37,Y,N,15,9,0
1998,4609013,CE,27,85,N,N,14,3,180
1998,4609022,CE,37,40,Y,N,39.2,3.6,220
1998,4609021,CE,2,100,,,15,,
1998,4609042,SE,2,0,,,,,
1998,4508914,CE,63,49,Y,Y,13,2,153
1998,,,2,50,,,,,
1998,4508913,CE,80,31,N,,14,3,137
1998,4508917,CE,53,35,Y,N,7.5,29.3,232
1998,,,1,0,,,,,
1998,4408985,CW,21,47,N,N,3.25,0.5,12
1998,4409032,CE,15,86,N,N,,,
1998,4408933,CE,14,42,N,Y,20.5,1,45.2
1998,4508918,CE,45,37,Y,Y,14.75,11,294
1998,4408985,CE,18,33,N,N,9,1.6500000000000001,30
1998,4408957,CE,64,53,N,Y,12.5,3.75,200
1998,4409061,CE,73,52,N,N,12,3.5,140
1998,4409041,CE,78,53,Y,Y,16.7,4.4,196
1998,,,2,100,,,,,
1998,4508941,SW,2,50,,,,,
1998,4508921,SE,1,100,,,,,
1997,4308924,SE,1,100,,,,,
1998,,,6,100,,,,,
1998,,,8,50,,,,,
1998,,,3,100,,,,,
1998,,,7,28,,,,,
1998,,,9,44,,,,,
1998,,,9,55,,,,,
1998,,,9,66,,,,,
1998,,,6,100,,,,,
1998,,,8,100,,,,,
1998,,,5,80,,,,,
1998,4308821,CE,8,0,,,,,
1998,4408958,CE,86,52,Y,Y,15,2.7,126
1998,4409042,CE,75,56,N,Y,11.5,3.4,159
1998,4408956,CE,77,42,N,N,11,5.1,90
1998,,,6,83,,,,,
1998,,,6,83,,,,,
1998,,,7,85,,,,,
1998,,,9,100,,,,,
1998,,,9,100,,,,,
1998,,,9,66,,,,,
1998,,,9,88,,,,,
1998,,,9,88,,,,,
1996,,,7,100,,,,,
1998,,,8,100,,,,,
1997,,,1,100,,,,,
1998,,,13,84,,,,,
1998,4208874,CW,1,100,,,,,
1998,4408867,CE,77,61,Y,Y,31,3,120
1998,4408971,CE,79,53,Y,Y,20.25,2.25,90
1998,4408866,CE,78,50,Y,Y,15.75,2.25,90
1998,4408972,CE,84,50,Y,Y,21.25,3,120
1998,4408888,CE,95,56,Y,Y,20,3,120
1998,4408888,CW,2,100,,,,,
1998,4508815,CW,1,0,,,,,
1998,4608926,CE,3,100,,,,,
1997,4308866,SE,1,100,,,,,
1998,,,5,100,,,4,,
1998,4409043,CE,83,48,Y,Y,14.7,4.2,196
1998,4408954,CW,64,42,N,N,14.5,4.4,72
1998,4208874,NW,16,50,,,4,,
1998,4409052,CE,75,62,N,Y,15.5,4.5,218
1998,4408984,CE,89,41,Y,Y,34.25,12,640
1998,4408977,CE,60,45,N,Y,24,6.5,312
1998,4208876,CE,10,60,,,7,0,0
1998,4508975,CE,48,54,,,,,
1998,4308831,CE,57,50,N,,18,0,0
1998,4508865,CE,44,61,,,20,0,0
1998,4208788,CW,16,31,N,N,16,5.5,160
1998,4309021,NE,2,50,N,,9,0,0
1998,4408976,CE,85,41,N,Y,30.5,8.7,423
1998,4409251,CE,71,39,Y,N,22,11,480
1996,4208885,CW,1,0,,,,,
1998,4208874,NW,64,56,,,,28.5,1260
1998,4208864,SE,44,61,,,,,
1998,4409167,CE,55,29,N,,9,2,140
1998,4409114,CE,3,66,N,N,3,1,51
1998,4409115,CE,46,63,Y,N,0,0,0
1998,4409156,CE,50,34,Y,,24,0,200
1998,4309075,NW,21,76,N,,,,
1998,4309081,CE,54,22,N,N,3,1.5,75
1998,4309072,CE,60,41,N,N,2,0,40
1998,4409023,CE,52,50,N,,5.5,3.5,108
1998,4409014,CE,62,51,N,N,4.1,0,38
1998,4309075,CE,21,19,N,N,1.5,0,0
1998,4309076,CE,51,43,Y,N,8,2,86
1998,,,10,30,,,,,
1998,4508758,CW,2,100,,,,,
1998,4408757,NE,1,0,,,,,
1998,4408852,SE,4,100,,,,,
1998,4408852,SE,8,100,,,,,
1998,4408852,SE,9,100,,,,,
1998,4408758,SE,31,100,,,,,
1998,4309065,SW,71,43,Y,,50,19.5,910
1998,4309057,CE,72,50,Y,,45,24,963
1998,4309066,CE,69,50,Y,,50,26,1035
1998,4408841,CE,13,53,N,N,6,0,0
1998,4609057,CE,20,65,Y,Y,16.5,0,50
1998,4609036,CE,46,60,Y,Y,13,0,170
1998,4609048,CE,6,83,Y,Y,8,0,43
1998,4609047,CE,28,50,Y,N,14,0,83
1998,4609021,CE,24,75,Y,N,7,3,130
1998,4609032,CE,15,60,Y,N,605,2,125
1998,4408766,CE,47,78,,,42,8,690
1998,4309065,CE,67,52,Y,,43.5,21.5,817
1998,4509116,CE,76,48,Y,Y,26.5,9,528
1998,4409181,CE,72,48,Y,Y,45,0,282
1998,4409182,CE,77,49,Y,Y,43.5,10,207
1998,4509113,CE,78,43,Y,Y,28.5,8,280
1998,4509114,CE,72,54,Y,Y,26,8,280
1998,4409088,CE,70,47,Y,Y,25.5,8,408
1998,4509111,CE,73,42,N,Y,26,9,280
1998,4509115,CE,71,52,Y,Y,25,9,240
1998,4509028,CE,77,45,Y,Y,19.5,16,560
1998,4508827,CE,19,73,Y,Y,15,3.3,221
1998,4309171,NE,27,62,N,Y,33,7,385
1998,4409183,NE,90,28,Y,N,26,4,184
1998,4509018,CE,68,50,N,Y,24.75,20,560
1998,4509117,CE,68,50,Y,Y,23.5,14,300
1998,4508931,CE,33,54,Y,Y,19,3,114
1998,4508838,CE,20,75,Y,Y,16,3,159
1998,4508828,CE,30,46,Y,Y,12,2,112
1998,4508934,CE,18,77,Y,Y,15,4.25,225
1998,4508923,CE,67,52,Y,Y,17,6,205
1998,4508826,CE,22,63,Y,Y,12,8,223
1998,4508911,CE,25,80,Y,Y,9.5,3.5,168
1998,4509121,CE,74,39,Y,N,19,14,240
1998,4508888,CE,25,60,N,N,10.5,5.5,148
1998,4409285,CE,19,15,N,Y,29,6,240
1998,4508921,CE,18,61,Y,Y,5,1.5,85
1998,4508837,CE,55,52,Y,Y,14,3.75,152
1998,4508943,CE,17,76,Y,Y,19,3,279
1998,4609055,CE,13,76,N,N,16.5,5,200
1997,4609055,CE,20,40,N,N,24,5,200
1996,4609055,CE,11,27,N,N,12,5,140
1998,4508924,CE,55,52,Y,Y,29,6,137
1998,4408946,CE,68,51,N,Y,16,3,165
1998,4408934,CE,60,53,Y,Y,18.5,9,455
1998,4508941,CE,29,89,Y,Y,17,3.5,234
1998,4408944,CE,46,65,Y,Y,16,6.75,175
1998,4409051,CE,66,51,Y,Y,20.5,9,300
1998,4409053,CE,71,49,Y,Y,22,18,600
1998,4408966,CE,74,40,N,Y,22,3,150
1998,4409063,CE,70,50,Y,Y,18.5,14,540
1998,4408978,CE,67,52,N,Y,17,9,420
1998,4409071,CE,71,42,N,Y,14,8,300
1998,4409072,CE,65,49,N,Y,20,14,630
1998,4409073,CE,54,42,Y,Y,14.5,8,400
1998,4409073,NW,66,46,Y,Y,16,14,720
1998,4408986,SW,5,20,,,,,
1995,,,29,0,,,,,
1996,,,17,0,,,,,
1997,,,9,11,,,,,
1998,,,27,3,,,,,
1996,4409111,CE,1,100,N,N,1.2,1.2,16.8
1998,4309112,CE,10,90,N,N,,,
1997,4309027,CE,34,50,Y,N,11,0,24
1997,4309111,CE,16,50,Y,,9,5,100
1997,4309028,CE,42,66,Y,,,,
1997,4309112,CE,16,31,N,N,0,0,0
1997,4409111,CE,12,0,Y,N,8,0.4,84
1998,4308823,NE,2,100,,,2,,
1998,4309111,CE,19,36,Y,,3,0,26
1998,4309028,CE,11,45,Y,,6,0,10
1998,4309068,CE,59,52,Y,N,10.5,0,67
1998,4309131,CE,23,34,Y,N,4,0,0
1997,,,2,100,,,,,
1998,4308917,CE,16,81,N,N,10,0,0
1998,4308916,CE,20,40,Y,Y,24,28,249
1998,4308915,CE,23,65,Y,Y,13,2.6,79
1998,4308913,CE,67,31,Y,N,17,3.5,70
1998,4308914,CE,13,38,Y,Y,30.25,4.75,28
1998,4208986,CE,8,75,N,N,5,9,105
1999,,,8,62,,,0,0,0
1998,4309037,CE,25,60,Y,N,34,7.5,143
1997,4309182,CE,41,7,N,N,6.75,0,60
1997,4309037,CE,25,44,Y,N,26.75,4.5,109
1996,4309037,CE,1,100,,,,,
1998,4308917,SE,11,9,N,N,0,0,0
1997,,,2,100,,,,,
1998,4208987,CW,50,30,N,N,,,
1998,,,1,0,,,,,
1997,,,1,100,,,,,
1998,4208983,CE,3,66,N,Y,3.25,0.75,26
1998,4208987,SE,49,34,N,N,,,
1998,4208987,NW,20,80,N,N,,,
1998,4208987,NE,39,23,N,N,,,
1998,4308917,SW,72,26,N,N,0,0,0
1998,4308917,CW,46,54,Y,N,17.5,0,0
1998,4308915,NE,6,50,N,N,0.5,0,0
1998,4308913,SW,12,91,N,Y,10,10,38
1998,4308923,CE,65,49,N,N,21.5,3.8,128
1998,4308955,SW,71,36,N,N,17.75,6.5,131
1998,4308955,CE,85,38,N,N,28.74,7.75,201
1998,4308945,CE,62,25,N,N,25,0,181
1998,4308944,CE,17,64,N,Y,16,2.5,200
1998,4308942,CE,36,47,N,Y,18,18,270
1998,4308931,CE,17,64,N,N,8,3,210
1998,4308932,CE,9,88,N,N,0,0,0
1998,4308942,CE,23,34,Y,N,5.5,3,120
1998,4309041,CE,21,38,Y,N,4,3,120
1998,4308937,CE,27,25,N,N,13.5,0.96,60
1998,4308941,CE,19,84,N,,,,
1998,4309032,CE,33,39,,,16,0,25
1998,4309032,SE,4,75,,,,,
1998,,,4,100,,,,,
1998,4408914,NW,1,100,,,,,
1998,4308951,CE,46,58,N,N,6.25,18.5,285
1998,4308923,CW,19,89,N,Y,0,0,0
1998,4308923,SW,7,85,N,,,,
1998,4308922,CE,46,67,N,N,14,5,275
1998,4208987,CE,14,35,N,N,4.5,2,85
1998,4308925,NE,59,50,,,,,
1998,4308938,NW,12,41,Y,N,0,0,0
1998,4309031,CE,58,39,N,N,19.25,11.25,804
1998,4308947,CE,10,70,Y,N,,,
1998,4308946,SW,95,53,Y,N,130.12,55.58,2884
1998,,,3,100,,,,,
1998,4408986,SE,1,100,,,,,
1998,,,6,50,,,,,
1998,4308927,NE,1,100,,,,,
1998,4208974,NW,13,38,Y,N,17,10,380
1998,4408754,NW,21,28,N,N,4.5,0,0
1998,4408755,CE,71,21,N,N,9,0,0
1998,4408956,CE,3,100,,,,,
1998,4209071,CE,35,25,N,N,2,0,25
1998,4209072,SW,34,20,N,N,4,0,40
1998,4209072,SE,34,38,N,N,2,0,0
1998,4209072,CE,32,25,N,N,2,0,20
1998,4209062,NE,1,100,N,N,,,
1998,4208988,CE,2,0,N,N,,,
1998,4209081,CE,5,40,,,1,0.75,40
1997,4209081,CE,1,100,,,,,
1998,4508942,NW,2,100,,,0.08,,
1998,,,9,66,,,8,,
1998,4208961,NW,16,81,,,,,
1998,4208988,NW,44,15,N,N,,,
1998,4208988,CW,59,27,N,N,,,
1998,4208988,NE,55,32,N,N,,,
1998,4208988,CE,6,50,N,N,2,0.75,35
1998,4209084,NW,32,37,N,N,,,
1998,4209065,CE,4,100,Y,N,5.5,2,71
1998,4309024,CE,16,37,Y,Y,14.5,12.5,710
1998,4309014,CE,31,38,Y,Y,10.5,0,85
1998,4309015,CE,21,4,N,N,5,1,40
1998,4309015,SE,6,16,,Y,13.5,0,0
1998,4308974,CE,4,75,N,Y,2,1,35
1998,,,7,100,,,,,
1998,4308962,NW,12,75,N,Y,12,2.5,221
1998,4308973,CE,11,72,N,Y,1,0.5,21
